Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:44.43,Yelena KOROBKINA,25 NOV 1990,RUS,1,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,1138
2,5:50.11,Svetlana APLACHKINA,28 NOV 1992,RUS,2,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,1107
3,5:51.67,Yekaterina ISHOVA,17 JAN 1989,RUS,3,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,1098
4,5:53.09,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,4,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,1091
5,5:54.35,Anna SHCHAGINA,07 DEC 1991,RUS,1,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2020,1084
6,5:55.16,Yekaterina STOROZHEVA,22 JAN 1993,RUS,5,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,1079
7,5:56.69,Anna TROPINA,03 NOV 1998,RUS,6,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,1071
8,5:57.26,Sofiya KAMENYEVA,03 OCT 1995,RUS,7,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,1068
9,5:57.29,Dina ALEKSANDROVA,09 AUG 1992,RUS,2,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2020,1068
10,6:02.73,Yekaterina SOKOLENKO,13 SEP 1992,RUS,8,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,1039
11,6:04.39,Natalya LEONTYEVA,05 JUL 1987,RUS,3,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2020,1030
12,6:06.24,Alisa SIBLANI,28 AUG 1996,RUS,9,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,1020
13,6:08.43,Liliya MENDAYEVA,01 JUN 2000,RUS,10,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,1008
14,6:10.39,Ulyana AVVAKUMENKOVA,21 JUN 1994,RUS,11,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,998
15,6:14.11,Yekaterina SLOBODKINA,02 FEB 1993,RUS,4,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2020,979
16,6:14.3h,Ulyana ANDREYEVA,11 OCT 2002,RUS,1,,Moskva (RUS),03 DEC 2019,978
17,6:15.48,Ulyana ANDREYEVA,11 OCT 2002,RUS,12,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,972
18,6:17.83,Martyna BUDZIŁEK,07 JAN 1996,POL,1f1,,"Arena, Toruń (POL)",18 JAN 2020,960
19,6:20.21,Albina GADELSHINA,29 JUL 1998,RUS,13,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,947
20,6:20.58,Yana OZEROVA,09 JUN 2001,RUS,14,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,945
21,6:24.97,Mandeep SANGHA,2005,CAN,1,,"Universiade Pavilion, Edmonton (CAN)",29 FEB 2020,923
22,6:27.05,Emily CESCON,15 NOV 2006,CAN,1,,"Complexe Sportif Claude-Robillard, Montréal (CAN)",15 FEB 2020,913
23,6:27.74,Abby LEWIS,2006,CAN,1,,"Canada Games Centre, Halifax (CAN)",29 FEB 2020,909
24,6:29.59,Karīna HELMANE-SOROČENKOVA,05 SEP 1989,LAT,1f2,,Jékabpils (LAT),04 JAN 2020,900
25,6:29.70,Kseniya ZIMARYEVA,11 NOV 1994,RUS,5,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2020,900
