Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:56.13,Dina ALEKSANDROVA,09 AUG 1992,RUS,1,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,1074
2,5:56.35,Anna SHCHAGINA,07 DEC 1991,RUS,2,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,1073
3,5:59.04,Anna TROPINA,03 NOV 1998,RUS,3,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,1058
4,5:59.87,Yekaterina ISHOVA,17 JAN 1989,RUS,4,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,1054
5,6:02.21,Albina GADELSHINA,29 JUL 1998,RUS,5,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,1041
6,6:02.38,Kseniya ZYRYANOVA,30 JAN 1998,RUS,6,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,1040
7,6:02.39,Liliya MENDAYEVA,01 JUN 2000,RUS,7,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,1040
8,6:03.56,Aleksandra PŁOCIŃSKA,05 OCT 1999,POL,1f1,,"Hala COS OPO, Spala (POL)",23 JAN 2022,1034
9,6:03.59,Julia JAGUŚCIK,16 DEC 2003,POL,2f1,,"Hala COS OPO, Spala (POL)",23 JAN 2022,1034
10,6:05.09,Agate CAUNE,07 AUG 2004,LAT,1,,"Jāņa Daliņa Manēža, Valmiera (LAT)",17 DEC 2021,1026
11,6:07.63,Yelina LUNEVA,29 JAN 1997,RUS,8,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,1013
12,6:07.98,Yekaterina SOKOLOVA,16 DEC 1995,RUS,9,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,1011
13,6:09.53,Julia ŚCISŁOWSKA,26 JAN 2003,POL,3f1,,"Hala COS OPO, Spala (POL)",23 JAN 2022,1003
14,6:12.48,Polina ZHUKOVA,06 AUG 1998,RUS,1,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2022,987
15,6:14.43,Kuczaba VEL KUCIABINSKA,31 JUL 2005,POL,1f1,,"Hala Uniwersytetu, Rzeszów (POL)",13 FEB 2022,977
16,6:15.74,Anastasiya YEFREMOVA,21 FEB 1998,RUS,10,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,970
17,6:15.91,Ulyana ANDREYEVA,11 OCT 2002,RUS,2,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2022,969
18,6:16.15,Zuzanna WIERNICKA,21 OCT 2006,POL,2f1,,"Hala Uniwersytetu, Rzeszów (POL)",13 FEB 2022,968
19,6:17.69,Galina POLISHCHUK,02 JAN 1986,RUS,3,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2022,960
20,6:18.56,Anna TEPLOVA,24 AUG 2001,RUS,11,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,956
21,6:19.27,Kuczaba VEL KUCIABINSKA,31 JUL 2005,POL,4f1,,"Hala COS OPO, Spala (POL)",23 JAN 2022,952
22,6:20.41,Anna LAWRUKAJTIS,02 AUG 2001,POL,1,,"Arena, Toruń (POL)",29 JAN 2022,946
23,6:20.45,Grethe TYLDUM,08 JUL 2001,NOR,1,,"Steinkjerhallen, Steinkjer (NOR)",04 DEC 2021,946
24,6:20.57,Nina BYSHKINA,25 MAY 1996,RUS,4,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2022,946
25,6:22.09,Natalia PACHOCKA,08 JUN 2005,POL,3f1,,"Hala Uniwersytetu, Rzeszów (POL)",13 FEB 2022,938
26,6:22.11,Monika URBAN,21 APR 2005,POL,4f1,,"Hala Uniwersytetu, Rzeszów (POL)",13 FEB 2022,938
27,6:22.65,Natalya ARISTARKHOVA,31 OCT 1989,RUS,12,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,935
28,6:22.89,Maja PERYT,07 MAY 2004,POL,5f1,,"Hala COS OPO, Spala (POL)",23 JAN 2022,934
29,6:23.10,Alma Eir KOLBERG HAKONARDOTTIR,21 MAR 2006,NOR,2,,"Steinkjerhallen, Steinkjer (NOR)",04 DEC 2021,933
30,6:24.31,Mariya REZNICHENKO,28 MAR 1995,RUS,13,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,927
31,6:24.36,Paulina STEMPNIAK,12 JUN 2004,POL,1,,"Arena, Toruń (POL)",15 JAN 2022,926
32,6:25.47,Alicja BARSZCZ,05 AUG 2004,POL,2,,"Arena, Toruń (POL)",15 JAN 2022,921
33,6:26.04,Kseniia SYRNIKOVA,24 MAR 2002,RUS,5,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2022,918
34,6:26.63,Anna MÁLKOVÁ,17 APR 2001,CZE,1,,"Přetlaková hala Strahov, Strahov, Praha (CZE)",14 JAN 2022,915
35,6:27.93,Zuzanna WIERNICKA,21 OCT 2006,POL,6f1,,"Hala COS OPO, Spala (POL)",23 JAN 2022,908
