Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:41.10,Yelena KOROBKINA,25 NOV 1990,RUS,1,,Yekaterinburg (RUS),07 JAN 2018,1157
2,5:42.12,Aleksandra GULYAYEVA,30 APR 1994,RUS,2,,Yekaterinburg (RUS),07 JAN 2018,1151
3,5:48.17,Meskerem MAMO,13 APR 1999,ETH,1,,Mondeville (FRA),03 FEB 2018,1118
4,5:50.53,Alena SHUKHTUEVA,07 DEC 1993,RUS,3,,Yekaterinburg (RUS),07 JAN 2018,1105
5,5:51.35,Fadwa SIDI MADANE,20 NOV 1994,MAR,2,,Mondeville (FRA),03 FEB 2018,1100
6,5:52.59,Olga KUNGINA,17 DEC 1986,RUS,4,,Yekaterinburg (RUS),07 JAN 2018,1093
7,5:54.38,Darya BARYSEVICH,06 APR 1990,BLR,3,,Mondeville (FRA),03 FEB 2018,1084
8,5:55.88,Yekaterina SOKOLENKO,13 SEP 1992,ANA,5,,Yekaterinburg (RUS),07 JAN 2018,1075
9,5:59.59,Karolina GIZA,04 APR 1989,POL,1,,Spala (POL),28 JAN 2018,1055
10,6:02.41,Svetlana SIMAKOVA,12 JUN 1987,RUS,,,Moskva (RUS),09 JAN 2018,1040
11,6:02.60,Gulshat GAYNETDINOVA,28 AUG 1992,RUS,6,,Yekaterinburg (RUS),07 JAN 2018,1039
12,6:04.03,Elodie NORMAND,06 OCT 1988,FRA,4,,Mondeville (FRA),03 FEB 2018,1032
13,6:06.66,Dina ALEKSANDROVA,09 AUG 1992,RUS,,,Moskva (RUS),09 JAN 2018,1018
14,6:09.01,Maeva DANOIS,10 MAR 1993,FRA,5,,Mondeville (FRA),03 FEB 2018,1005
15,6:10.12,Natalya LEONTYEVA,05 JUL 1987,RUS,7,,Yekaterinburg (RUS),07 JAN 2018,999
16,6:10.22,Yelizveta PAKHOMOVA,03 AUG 1995,RUS,1,,Omsk (RUS),23 DEC 2017,999
17,6:12.82,Lucie LEREBOURG,19 MAR 1994,FRA,6,,Mondeville (FRA),03 FEB 2018,985
18,6:15.84,Aleksandra HOLDA,27 NOV 1996,POL,2,,Spala (POL),28 JAN 2018,970
19,6:16.03,Sveva FASCETTI,20 JUN 1994,ITA,7,,Mondeville (FRA),03 FEB 2018,969
20,6:20.16,Boglárka MÓGOR,09 JAN 1999,HUN,1,,Budapest (HUN),27 JAN 2018,948
21,6:20.22,Yekaterina BESPALOVA,26 OCT 1984,RUS,1,,Moskva (RUS),09 JAN 2018,947
22,6:21.55,Yelizaveta YUMINOVA,14 DEC 1999,RUS,2,,Moskva (RUS),09 JAN 2018,941
23,6:21.63,Mariya DRUZHINA,18 JAN 1997,RUS,2,,Omsk (RUS),23 DEC 2017,940
24,6:21.85,Valeriya GURYANOVA,28 JAN 1994,RUS,3,,Moskva (RUS),09 JAN 2018,939
25,6:23.07,Jekaterina PATJUK,06 APR 1983,EST,1,,Tallinn (EST),07 FEB 2018,933
26,6:26.26,Olimpia BREZA,14 FEB 2002,POL,1f2,,Toruń (POL),11 FEB 2018,917
27,6:28.07,Karolina IZNEROWICZ,25 MAY 1998,POL,3,,Spala (POL),28 JAN 2018,908
28,6:29.55,Luna-Aleksandra LAGODA,08 OCT 2004,EST,2,,Tallinn (EST),07 FEB 2018,900
