Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:27.73,Genzebe DIBABA,08 FEB 1991,ETH,1,,Montreuil (FRA),19 JUN 2018,1206
2,5:38.19,Beyenu DEGEFA,12 JUL 1999,ETH,2,,Montreuil (FRA),19 JUN 2018,1147
3,5:40.65,Gloria KITE,10 JAN 1998,KEN,3,,Montreuil (FRA),19 JUN 2018,1133
4,5:41.04,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,1,,Florø (NOR),02 JUN 2018,1131
5,5:48.08,Selah BUSIENEI,27 DEC 1991,KEN,4,,Montreuil (FRA),19 JUN 2018,1092
6,5:50.12,Bontu Edao REBITU,12 DEC 1997,BRN,5,,Montreuil (FRA),19 JUN 2018,1081
7,5:54.75,Caroline CHEPKEMOI,01 MAR 1993,KEN,6,,Montreuil (FRA),19 JUN 2018,1057
8,5:54.81,Anna DIBABA,26 OCT 1999,ETH,7,,Montreuil (FRA),19 JUN 2018,1056
9,5:57.35,Camille BUSCOMB,11 JUL 1990,NZL,2,,Florø (NOR),02 JUN 2018,1043
10,5:57.43,Andrea SECCAFIEN,27 AUG 1990,CAN,3,,Florø (NOR),02 JUN 2018,1042
11,6:04.77,Mekdes WOLDU,20 OCT 1992,ERI,8,,Montreuil (FRA),19 JUN 2018,1004
12,6:12.48,Liina TSERNOV,28 DEC 1987,EST,1,,Viljandi (EST),18 JUL 2018,964
13,6:16.02,Emma VANDEGHINSTE,02 MAY 2003,BEL,1,,Mol (BEL),11 AUG 2018,946
14,6:19.08,Sadie SIGFSTEAD,17 MAY 2003,CAN,1f2,,Brandon (CAN),11 AUG 2018,930
15,6:19.37,Erika CUNNIAM,2003,CAN,2f2,,Brandon (CAN),11 AUG 2018,929
16,6:20.89,Wiktoria KLĘBOWSKA,20 JAN 2000,POL,1,,Kraków (POL),06 MAY 2018,921
17,6:22.34,Erin VRINGER,09 JAN 2004,CAN,1,,Dartmouth (CAN),23 JUN 2018,914
18,6:22.60,Valentina ROSAMILIA,27 JAN 2003,SUI,1,,Frauenfeld (SUI),08 SEP 2018,913
19,6:23.50,Erin VRINGER,09 JAN 2004,CAN,3f2,,Brandon (CAN),11 AUG 2018,908
20,6:23.59,Ina Halle HAUGEN,22 NOV 2003,NOR,1,,Overhalla (NOR),02 SEP 2018,908
21,6:24.49,Marie Falkebo JENSEN,29 MAR 2003,DEN,1f1,,Göteborg (SWE),01 JUL 2018,903
22,6:24.57,Aysia MAURICE,2004,CAN,4f2,,Brandon (CAN),11 AUG 2018,903
23,6:24.85,Sadie SIGFSTEAD,17 MAY 2003,CAN,1,,Calgary (CAN),17 JUN 2018,902
