Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:11.58,Sebastiano PAROLINI,09 FEB 1998,ITA,1f1,,"Centro Gabre Gabric, Brescia (ITA)",08 APR 2023,1021
2,5:14.97,Matteo BARDEA,20 APR 2003,ITA,2f1,,"Centro Gabre Gabric, Brescia (ITA)",08 APR 2023,989
3,5:18.59,Jakub NAPIERAŁA,11 FEB 2004,POL,1,,"Golęcin Stadion, Poznan (POL)",29 APR 2023,956
4,5:19.70,Danilo GRITTI,09 JAN 1996,ITA,3f1,,"Centro Gabre Gabric, Brescia (ITA)",08 APR 2023,946
5,5:20.79,Szymon TWARDON,20 FEB 2004,POL,2,,"Golęcin Stadion, Poznan (POL)",29 APR 2023,936
6,5:22.59,François BARRER,08 JUN 1993,FRA,1,,"Stade Régional G. Hebert, Reims (FRA)",30 APR 2023,920
7,5:24.47,Szymon ŻYWKO,12 APR 1999,POL,1,,"Stadion MOSiR, Stalowa Wola (POL)",07 MAY 2023,903
8,5:24.48,Enrico VECCHI,15 DEC 2000,ITA,4f1,,"Centro Gabre Gabric, Brescia (ITA)",08 APR 2023,903
9,5:28.16,Nikolas LOSS,29 OCT 2001,ITA,1f1,,"Stadio Quercia, Rovereto (ITA)",16 APR 2023,871
10,5:28.20,Wiktor MAĆKOWIAK,09 DEC 1999,POL,3,,"Golęcin Stadion, Poznan (POL)",29 APR 2023,870
11,5:30.00,Mauro DALLAPICCOLA,18 JUL 2004,ITA,2f1,,"Stadio Quercia, Rovereto (ITA)",16 APR 2023,855
12,5:30.78,Antoine MARTINET,03 JUL 1992,FRA,2,,"Stade Régional G. Hebert, Reims (FRA)",30 APR 2023,848
13,5:33.01,Robin VASSOGNE,10 JUN 1998,FRA,3,,"Stade Régional G. Hebert, Reims (FRA)",30 APR 2023,829
14,5:33.97,Oliwier MUTWIL,27 OCT 1999,POL,1,,"Stadion Miejski, Chorzów (POL)",03 MAY 2023,821
15,5:34.10,Siro GENTILINI,30 AUG 2003,SUI,1,,"Stadio Comunale, Bellinzona (SUI)",01 MAY 2023,819
16,5:34.58,Tommaso MARANI,26 DEC 1999,SUI,2,,"Stadio Comunale, Bellinzona (SUI)",01 MAY 2023,815
17,5:35.54,Florian GIRARD,13 FEB 1992,FRA,4,,"Stade Régional G. Hebert, Reims (FRA)",30 APR 2023,807
18,5:37.00,Mattia ADAMOLI,18 SEP 2004,ITA,5f1,,"Centro Gabre Gabric, Brescia (ITA)",08 APR 2023,795
19,5:38.08,Aurelien BARNES,2002,FRA,5,,"Stade Régional G. Hebert, Reims (FRA)",30 APR 2023,786
20,5:39.10,Rida EL KHALYLY,2000,ITA,3f1,,"Stadio Quercia, Rovereto (ITA)",16 APR 2023,778
21,5:39.24,Omar CATTANEO,10 JUL 2004,ITA,6f1,,"Centro Gabre Gabric, Brescia (ITA)",08 APR 2023,777
22,5:39.71,Wiktor MURKOWSKI,11 SEP 2002,POL,4,,"Golęcin Stadion, Poznan (POL)",29 APR 2023,773
23,5:39.90,Giovanni CARLI,2000,ITA,7f1,,"Centro Gabre Gabric, Brescia (ITA)",08 APR 2023,771
